"","fips","SCC","Pollutant","Emissions","type","year"
"1181","24510","223007217X","PM25-PRI",0.000832106925372485,"ON-ROAD",2005
"1182","24510","223007219B","PM25-PRI",3.9986762203624e-05,"ON-ROAD",2005
"1183","24510","223007219T","PM25-PRI",2.24792644303306e-05,"ON-ROAD",2005
"1184","24510","223007219X","PM25-PRI",0.000832106925372485,"ON-ROAD",2005
"1185","24510","223007221B","PM25-PRI",1.23486007623795e-05,"ON-ROAD",2005
"1186","24510","223007221T","PM25-PRI",6.94171404802532e-06,"ON-ROAD",2005
"1187","24510","223007221X","PM25-PRI",0.000254593545832903,"ON-ROAD",2005
"1188","24510","223007223B","PM25-PRI",0.07,"ON-ROAD",2005
"1189","24510","223007223T","PM25-PRI",0.03,"ON-ROAD",2005
"1190","24510","223007223X","PM25-PRI",1.46,"ON-ROAD",2005
"1191","24510","223007225B","PM25-PRI",0.00575220820444,"ON-ROAD",2005
"1192","24510","223007225T","PM25-PRI",0.00323369656689463,"ON-ROAD",2005
"1193","24510","223007225X","PM25-PRI",0.12,"ON-ROAD",2005
"1194","24510","223007227B","PM25-PRI",0.04,"ON-ROAD",2005
"1195","24510","223007227T","PM25-PRI",0.02,"ON-ROAD",2005
"1196","24510","223007227X","PM25-PRI",0.97,"ON-ROAD",2005
"1197","24510","223007229B","PM25-PRI",0.02,"ON-ROAD",2005
"1198","24510","223007229T","PM25-PRI",0.01,"ON-ROAD",2005
"1199","24510","223007229X","PM25-PRI",0.51,"ON-ROAD",2005
"1200","24510","223007231B","PM25-PRI",0.0074181280784,"ON-ROAD",2005
"1201","24510","223007231T","PM25-PRI",0.00417019752606,"ON-ROAD",2005
"1202","24510","223007231X","PM25-PRI",0.15,"ON-ROAD",2005
"1203","24510","223007233B","PM25-PRI",0.00518592720393,"ON-ROAD",2005
"1204","24510","223007233T","PM25-PRI",0.00291533698327838,"ON-ROAD",2005
"1205","24510","223007233X","PM25-PRI",0.1,"ON-ROAD",2005
"1206","24510","223007317B","PM25-PRI",8.52531384225573e-05,"ON-ROAD",2005
"1207","24510","223007317T","PM25-PRI",4.79449595331954e-05,"ON-ROAD",2005
"1208","24510","223007317X","PM25-PRI",0.00352604480560058,"ON-ROAD",2005
"1209","24510","223007319B","PM25-PRI",8.40772358969826e-05,"ON-ROAD",2005
"1210","24510","223007319T","PM25-PRI",4.72836529752369e-05,"ON-ROAD",2005
"1211","24510","223007319X","PM25-PRI",0.00347673168247587,"ON-ROAD",2005
"1212","24510","223007321B","PM25-PRI",2.11662963920388e-05,"ON-ROAD",2005
"1213","24510","223007321T","PM25-PRI",1.19035794341469e-05,"ON-ROAD",2005
"1214","24510","223007321X","PM25-PRI",0.000874429708346709,"ON-ROAD",2005
"1215","24510","223007323B","PM25-PRI",0.13,"ON-ROAD",2005
"1216","24510","223007323T","PM25-PRI",0.07,"ON-ROAD",2005
"1217","24510","223007323X","PM25-PRI",5.69,"ON-ROAD",2005
"1218","24510","223007325B","PM25-PRI",0.01,"ON-ROAD",2005
"1219","24510","223007325T","PM25-PRI",0.00636511004832,"ON-ROAD",2005
"1220","24510","223007325X","PM25-PRI",0.46,"ON-ROAD",2005
"1221","24510","223007327B","PM25-PRI",0.09,"ON-ROAD",2005
"1222","24510","223007327T","PM25-PRI",0.05,"ON-ROAD",2005
"1223","24510","223007327X","PM25-PRI",3.78,"ON-ROAD",2005
"1224","24510","223007329B","PM25-PRI",0.04,"ON-ROAD",2005
"1225","24510","223007329T","PM25-PRI",0.02,"ON-ROAD",2005
"1226","24510","223007329X","PM25-PRI",2.02,"ON-ROAD",2005
"1227","24510","223007331B","PM25-PRI",0.01,"ON-ROAD",2005
"1228","24510","223007331T","PM25-PRI",0.00820719543687,"ON-ROAD",2005
"1229","24510","223007331X","PM25-PRI",0.6,"ON-ROAD",2005
"1230","24510","223007333B","PM25-PRI",0.01,"ON-ROAD",2005
"1231","24510","223007333T","PM25-PRI",0.00573852273948,"ON-ROAD",2005
"1232","24510","223007333X","PM25-PRI",0.42,"ON-ROAD",2005
"1233","24510","223007417B","PM25-PRI",0.000166375421940756,"ON-ROAD",2005
"1234","24510","223007417T","PM25-PRI",0.000280772173937292,"ON-ROAD",2005
"1235","24510","223007417X","PM25-PRI",0.00863275123839,"ON-ROAD",2005
"1236","24510","223007419B","PM25-PRI",0.000170490586242521,"ON-ROAD",2005
"1237","24510","223007419T","PM25-PRI",0.000287716722596086,"ON-ROAD",2005
"1238","24510","223007419X","PM25-PRI",0.00886091432493,"ON-ROAD",2005
"1239","24510","223007421B","PM25-PRI",4.76197951684282e-05,"ON-ROAD",2005
"1240","24510","223007421T","PM25-PRI",8.03622901912589e-05,"ON-ROAD",2005
"1241","24510","223007421X","PM25-PRI",0.00247353718441444,"ON-ROAD",2005
"1242","24510","223007423B","PM25-PRI",0.28,"ON-ROAD",2005
"1243","24510","223007423T","PM25-PRI",0.47,"ON-ROAD",2005
"1244","24510","223007423X","PM25-PRI",14.74,"ON-ROAD",2005
"1245","24510","223007425B","PM25-PRI",0.02,"ON-ROAD",2005
"1246","24510","223007425T","PM25-PRI",0.03,"ON-ROAD",2005
"1247","24510","223007425X","PM25-PRI",1.2,"ON-ROAD",2005
"1248","24510","223007427B","PM25-PRI",0.19,"ON-ROAD",2005
"1249","24510","223007427T","PM25-PRI",0.33,"ON-ROAD",2005
"1250","24510","223007427X","PM25-PRI",10.28,"ON-ROAD",2005
"1251","24510","223007429B","PM25-PRI",0.1,"ON-ROAD",2005
"1252","24510","223007429T","PM25-PRI",0.17,"ON-ROAD",2005
"1253","24510","223007429X","PM25-PRI",5.5,"ON-ROAD",2005
"1254","24510","223007431B","PM25-PRI",0.03,"ON-ROAD",2005
"1255","24510","223007431T","PM25-PRI",0.05,"ON-ROAD",2005
"1256","24510","223007431X","PM25-PRI",1.62,"ON-ROAD",2005
"1257","24510","223007433B","PM25-PRI",0.02,"ON-ROAD",2005
"1258","24510","223007433T","PM25-PRI",0.03,"ON-ROAD",2005
"1259","24510","223007433X","PM25-PRI",1.17,"ON-ROAD",2005
"1260","24510","223007517B","PM25-PRI",7.39683032406887e-05,"ON-ROAD",2005
"1261","24510","223007517T","PM25-PRI",4.17990013374929e-05,"ON-ROAD",2005
"1262","24510","223007517X","PM25-PRI",0.00704670778782,"ON-ROAD",2005
"1263","24510","223007519B","PM25-PRI",7.04559415680689e-05,"ON-ROAD",2005
"1264","24510","223007519T","PM25-PRI",3.97952837829487e-05,"ON-ROAD",2005
"1265","24510","223007519X","PM25-PRI",0.00679406116097,"ON-ROAD",2005
"1266","24510","223007521B","PM25-PRI",5.81196509301644e-05,"ON-ROAD",2005
"1267","24510","223007521T","PM25-PRI",3.28397982229943e-05,"ON-ROAD",2005
"1268","24510","223007521X","PM25-PRI",0.00555088094438,"ON-ROAD",2005
"1269","24510","223007523B","PM25-PRI",0.04,"ON-ROAD",2005
"1270","24510","223007523T","PM25-PRI",0.02,"ON-ROAD",2005
"1271","24510","223007523X","PM25-PRI",4.82,"ON-ROAD",2005
"1272","24510","223007525B","PM25-PRI",0.0038334683616293,"ON-ROAD",2005
"1273","24510","223007525T","PM25-PRI",0.00216061882383654,"ON-ROAD",2005
"1274","24510","223007525X","PM25-PRI",0.38,"ON-ROAD",2005
"1275","24510","223007527B","PM25-PRI",0.05,"ON-ROAD",2005
"1276","24510","223007527T","PM25-PRI",0.03,"ON-ROAD",2005
"1277","24510","223007527X","PM25-PRI",5.64,"ON-ROAD",2005
"1278","24510","223007529B","PM25-PRI",0.03,"ON-ROAD",2005
"1279","24510","223007529T","PM25-PRI",0.01,"ON-ROAD",2005
"1280","24510","223007529X","PM25-PRI",3.3,"ON-ROAD",2005
"1281","24510","223007531B","PM25-PRI",0.01,"ON-ROAD",2005
"1282","24510","223007531T","PM25-PRI",0.00701503350712,"ON-ROAD",2005
"1283","24510","223007531X","PM25-PRI",1.23,"ON-ROAD",2005
"1284","24510","223007533B","PM25-PRI",0.01,"ON-ROAD",2005
"1285","24510","223007533T","PM25-PRI",0.0096938834158,"ON-ROAD",2005
"1286","24510","223007533X","PM25-PRI",1.67,"ON-ROAD",2005
"1287","24510","2260003030","PM25-PRI",0.01,"NON-ROAD",2005
"1288","24510","2260003040","PM25-PRI",0.0009783056,"NON-ROAD",2005
"1289","24510","2260004015","PM25-PRI",0.18,"NON-ROAD",2005
"1290","24510","2260004016","PM25-PRI",0.14,"NON-ROAD",2005
"1291","24510","2260004020","PM25-PRI",2.5,"NON-ROAD",2005
"1292","24510","2260004021","PM25-PRI",2.68,"NON-ROAD",2005
"1293","24510","2260004025","PM25-PRI",3.51,"NON-ROAD",2005
"1294","24510","2260004026","PM25-PRI",1.47,"NON-ROAD",2005
"1295","24510","2260004030","PM25-PRI",2.24,"NON-ROAD",2005
"1296","24510","2260004031","PM25-PRI",1.64,"NON-ROAD",2005
"1297","24510","2260004035","PM25-PRI",0.76,"NON-ROAD",2005
"1298","24510","2260004036","PM25-PRI",0.29,"NON-ROAD",2005
"1299","24510","2260004071","PM25-PRI",0.0005861898,"NON-ROAD",2005
"1300","24510","2260006005","PM25-PRI",0.19,"NON-ROAD",2005
"1301","24510","2260006010","PM25-PRI",1.4,"NON-ROAD",2005
"1302","24510","2260006015","PM25-PRI",0.0005122234,"NON-ROAD",2005
"1303","24510","2260006035","PM25-PRI",0.0080728407,"NON-ROAD",2005
"1304","24510","2265001050","PM25-PRI",0.04,"NON-ROAD",2005
"1305","24510","2265003010","PM25-PRI",0.01,"NON-ROAD",2005
"1306","24510","2265003020","PM25-PRI",0.05,"NON-ROAD",2005
"1307","24510","2265003030","PM25-PRI",0.01,"NON-ROAD",2005
"1308","24510","2265003040","PM25-PRI",0.06,"NON-ROAD",2005
"1309","24510","2265003050","PM25-PRI",0.0013772507,"NON-ROAD",2005
"1310","24510","2265003060","PM25-PRI",0.0011149085,"NON-ROAD",2005
"1311","24510","2265003070","PM25-PRI",0.0060235157,"NON-ROAD",2005
"1312","24510","2265004010","PM25-PRI",0.94,"NON-ROAD",2005
"1313","24510","2265004011","PM25-PRI",0.13,"NON-ROAD",2005
"1314","24510","2265004015","PM25-PRI",0.08,"NON-ROAD",2005
"1315","24510","2265004016","PM25-PRI",0.06,"NON-ROAD",2005
"1316","24510","2265004025","PM25-PRI",0.0054815914,"NON-ROAD",2005
"1317","24510","2265004026","PM25-PRI",0.0025023295,"NON-ROAD",2005
"1318","24510","2265004030","PM25-PRI",0.01,"NON-ROAD",2005
"1319","24510","2265004031","PM25-PRI",0.06,"NON-ROAD",2005
"1320","24510","2265004035","PM25-PRI",0.03,"NON-ROAD",2005
"1321","24510","2265004036","PM25-PRI",0.01,"NON-ROAD",2005
"1322","24510","2265004040","PM25-PRI",0.09,"NON-ROAD",2005
"1323","24510","2265004041","PM25-PRI",0.0069408401,"NON-ROAD",2005
"1324","24510","2265004046","PM25-PRI",0.0084194273,"NON-ROAD",2005
"1325","24510","2265004051","PM25-PRI",0.0072189384,"NON-ROAD",2005
"1326","24510","2265004055","PM25-PRI",1.34,"NON-ROAD",2005
"1327","24510","2265004056","PM25-PRI",0.09,"NON-ROAD",2005
"1328","24510","2265004066","PM25-PRI",0.01,"NON-ROAD",2005
"1329","24510","2265004071","PM25-PRI",0.34,"NON-ROAD",2005
"1330","24510","2265004075","PM25-PRI",0.07,"NON-ROAD",2005
"1331","24510","2265004076","PM25-PRI",0.01,"NON-ROAD",2005
"1332","24510","2265006005","PM25-PRI",0.73,"NON-ROAD",2005
"1333","24510","2265006010","PM25-PRI",0.25,"NON-ROAD",2005
"1334","24510","2265006015","PM25-PRI",0.11,"NON-ROAD",2005
"1335","24510","2265006025","PM25-PRI",0.18,"NON-ROAD",2005
"1336","24510","2265006030","PM25-PRI",0.42,"NON-ROAD",2005
"1337","24510","2265006035","PM25-PRI",0.01,"NON-ROAD",2005
"1338","24510","2265010010","PM25-PRI",0.0026035674,"NON-ROAD",2005
"1339","24510","2267003010","PM25-PRI",0.01,"NON-ROAD",2005
"1340","24510","2267003020","PM25-PRI",1.76,"NON-ROAD",2005
"1341","24510","2267003030","PM25-PRI",0.01,"NON-ROAD",2005
"1342","24510","2267003040","PM25-PRI",0.0041615147,"NON-ROAD",2005
"1343","24510","2267003050","PM25-PRI",0.0010000453,"NON-ROAD",2005
"1344","24510","2267003070","PM25-PRI",0.0083001321,"NON-ROAD",2005
"1345","24510","2267004066","PM25-PRI",0.0049440744,"NON-ROAD",2005
"1346","24510","2267006005","PM25-PRI",0.06,"NON-ROAD",2005
"1347","24510","2267006010","PM25-PRI",0.01,"NON-ROAD",2005
"1348","24510","2267006015","PM25-PRI",0.01,"NON-ROAD",2005
"1349","24510","2267006025","PM25-PRI",0.02,"NON-ROAD",2005
"1350","24510","2267006030","PM25-PRI",0.0002818185,"NON-ROAD",2005
"1351","24510","2267006035","PM25-PRI",0.0002788283,"NON-ROAD",2005
"1352","24510","2268003020","PM25-PRI",0.12,"NON-ROAD",2005
"1353","24510","2268003030","PM25-PRI",0.0001438932,"NON-ROAD",2005
"1354","24510","2268003040","PM25-PRI",7.83812e-05,"NON-ROAD",2005
"1355","24510","2268003060","PM25-PRI",0.0004158585,"NON-ROAD",2005
"1356","24510","2268003070","PM25-PRI",0.0005904125,"NON-ROAD",2005
"1357","24510","2268006005","PM25-PRI",0.01,"NON-ROAD",2005
"1358","24510","2268006010","PM25-PRI",0.0009819284,"NON-ROAD",2005
"1359","24510","2268006015","PM25-PRI",0.0014054561,"NON-ROAD",2005
"1360","24510","2268006020","PM25-PRI",0.05,"NON-ROAD",2005
"1361","24510","2268010010","PM25-PRI",0.0017169765,"NON-ROAD",2005
"1362","24510","2270003010","PM25-PRI",0.65,"NON-ROAD",2005
"1363","24510","2270003020","PM25-PRI",4,"NON-ROAD",2005
"1364","24510","2270003030","PM25-PRI",1.43,"NON-ROAD",2005
"1365","24510","2270003040","PM25-PRI",1.6,"NON-ROAD",2005
"1366","24510","2270003050","PM25-PRI",0.13,"NON-ROAD",2005
"1367","24510","2270003060","PM25-PRI",8.86,"NON-ROAD",2005
"1368","24510","2270003070","PM25-PRI",1.95,"NON-ROAD",2005
"1369","24510","2270004031","PM25-PRI",8.27784e-05,"NON-ROAD",2005
"1370","24510","2270004036","PM25-PRI",0.01,"NON-ROAD",2005
"1371","24510","2270004046","PM25-PRI",0.53,"NON-ROAD",2005
"1372","24510","2270004056","PM25-PRI",0.1,"NON-ROAD",2005
"1373","24510","2270004066","PM25-PRI",0.61,"NON-ROAD",2005
"1374","24510","2270004071","PM25-PRI",0.05,"NON-ROAD",2005
"1375","24510","2270004076","PM25-PRI",0.0021280069,"NON-ROAD",2005
"1376","24510","2270006005","PM25-PRI",5.23,"NON-ROAD",2005
"1377","24510","2270006010","PM25-PRI",1.26,"NON-ROAD",2005
"1378","24510","2270006015","PM25-PRI",2.89,"NON-ROAD",2005
"1379","24510","2270006025","PM25-PRI",3.17,"NON-ROAD",2005
"1380","24510","2270006030","PM25-PRI",0.14,"NON-ROAD",2005
"1381","24510","2270006035","PM25-PRI",0.12,"NON-ROAD",2005
"1382","24510","2270010010","PM25-PRI",0.05,"NON-ROAD",2005
"1383","24510","2280002100","PM25-PRI",40.03,"NON-ROAD",2005
"1384","24510","2280002200","PM25-PRI",0.65,"NON-ROAD",2005
"1385","24510","2280003000","PM25-PRI",107.12,"NON-ROAD",2005
"1386","24510","2282005010","PM25-PRI",2.74,"NON-ROAD",2005
"1387","24510","2282005015","PM25-PRI",1.1,"NON-ROAD",2005
"1388","24510","2282010005","PM25-PRI",0.05,"NON-ROAD",2005
"1389","24510","2282020005","PM25-PRI",0.21,"NON-ROAD",2005
"1390","24510","2282020010","PM25-PRI",0.0045723616,"NON-ROAD",2005
"1391","24510","2285002006","PM25-PRI",9.23,"NON-ROAD",2005
"1392","24510","2285002008","PM25-PRI",0.02,"NON-ROAD",2005
"1393","24510","2285002009","PM25-PRI",6.97,"NON-ROAD",2005
"1394","24510","2285002010","PM25-PRI",23.54,"NON-ROAD",2005
"1395","24510","2285002015","PM25-PRI",0.2,"NON-ROAD",2005
"1396","24510","2285004015","PM25-PRI",0.000756666,"NON-ROAD",2005
"1397","24510","2285006015","PM25-PRI",1.86445e-05,"NON-ROAD",2005
"1398","24510","2275050011","PM25-PRI",0.000783137,"POINT",2008
"1399","24510","2275050012","PM25-PRI",0.00138622,"POINT",2008
"1400","24510","2275050011","PM25-PRI",0.000783137,"POINT",2008
"1401","24510","2275050012","PM25-PRI",0.00138622,"POINT",2008
"1402","24510","2275050011","PM25-PRI",0.000783137,"POINT",2008
"1403","24510","2275050012","PM25-PRI",0.00138622,"POINT",2008
"1404","24510","2275050011","PM25-PRI",0.000783137,"POINT",2008
"1405","24510","2275050012","PM25-PRI",0.00138622,"POINT",2008
"1406","24510","2275050011","PM25-PRI",0.000783137,"POINT",2008
"1407","24510","2275050012","PM25-PRI",0.00138622,"POINT",2008
"1408","24510","2275050011","PM25-PRI",0.000783137,"POINT",2008
"1409","24510","2275050012","PM25-PRI",0.00138622,"POINT",2008
"1410","24510","2275050011","PM25-PRI",0.000783137,"POINT",2008
"1411","24510","2275050012","PM25-PRI",0.00138622,"POINT",2008
"1412","24510","2275050011","PM25-PRI",0.000783137,"POINT",2008
"1413","24510","2275050012","PM25-PRI",0.00138622,"POINT",2008
"1414","24510","2275050011","PM25-PRI",0.000783137,"POINT",2008
"1415","24510","2275050012","PM25-PRI",0.00138622,"POINT",2008
"1416","24510","2275050011","PM25-PRI",0.000783137,"POINT",2008
"1417","24510","2275050012","PM25-PRI",0.00138622,"POINT",2008
"1418","24510","10300601","PM25-PRI",2.23015,"POINT",2008
"1419","24510","10300601","PM25-PRI",2.23015,"POINT",2008
"1420","24510","10300601","PM25-PRI",2.23015,"POINT",2008
"1421","24510","10300601","PM25-PRI",2.23015,"POINT",2008
"1422","24510","10300602","PM25-PRI",2.23015,"POINT",2008
"1423","24510","20300102","PM25-PRI",0,"POINT",2008
"1424","24510","20300102","PM25-PRI",0,"POINT",2008
"1425","24510","20300102","PM25-PRI",0,"POINT",2008
"1426","24510","20200401","PM25-PRI",0.00857623,"POINT",2008
"1427","24510","20200401","PM25-PRI",0.00857623,"POINT",2008
"1428","24510","20200401","PM25-PRI",0,"POINT",2008
"1429","24510","20200102","PM25-PRI",0.00821421,"POINT",2008
"1430","24510","20200102","PM25-PRI",0.00821421,"POINT",2008
"1431","24510","30500205","PM25-PRI",0.632993,"POINT",2008
"1432","24510","10200603","PM25-PRI",0.06279,"POINT",2008
"1433","24510","10200602","PM25-PRI",0.0039,"POINT",2008
"1434","24510","30500103","PM25-PRI",0.0328228,"POINT",2008
"1435","24510","30510205","PM25-PRI",4.17649,"POINT",2008
"1436","24510","30510198","PM25-PRI",0.653373,"POINT",2008
"1437","24510","30510298","PM25-PRI",0,"POINT",2008
"1438","24510","50300101","PM25-PRI",0.00806053,"POINT",2008
"1439","24510","10200602","PM25-PRI",0.175812,"POINT",2008
"1440","24510","10200602","PM25-PRI",0.176085,"POINT",2008
"1441","24510","10200602","PM25-PRI",0.176085,"POINT",2008
"1442","24510","10200602","PM25-PRI",0.176085,"POINT",2008
"1443","24510","10200603","PM25-PRI",0.078975,"POINT",2008
"1444","24510","30103399","PM25-PRI",0,"POINT",2008
"1445","24510","30103399","PM25-PRI",0,"POINT",2008
"1446","24510","30103399","PM25-PRI",0,"POINT",2008
"1447","24510","10200602","PM25-PRI",0.10296,"POINT",2008
"1448","24510","10200601","PM25-PRI",4.41792,"POINT",2008
"1449","24510","10200602","PM25-PRI",0,"POINT",2008
"1450","24510","10200602","PM25-PRI",0,"POINT",2008
"1451","24510","30500499","PM25-PRI",0.448248,"POINT",2008
"1452","24510","30500499","PM25-PRI",22.2504,"POINT",2008
"1453","24510","30500402","PM25-PRI",14.4292,"POINT",2008
"1454","24510","50400201","PM25-PRI",1.91034,"POINT",2008
"1455","24510","30500499","PM25-PRI",0,"POINT",2008
"1456","24510","30500499","PM25-PRI",15.5972,"POINT",2008
"1457","24510","30500401","PM25-PRI",30.7639,"POINT",2008
"1458","24510","30501402","PM25-PRI",0,"POINT",2008
"1459","24510","30500499","PM25-PRI",5.22075,"POINT",2008
"1460","24510","30183001","PM25-PRI",19.4597,"POINT",2008
"1461","24510","30509203","PM25-PRI",0.1935,"POINT",2008
"1462","24510","10300602","PM25-PRI",0.78767,"POINT",2008
"1463","24510","10300602","PM25-PRI",0.78767,"POINT",2008
"1464","24510","10300602","PM25-PRI",0.78767,"POINT",2008
"1465","24510","10300602","PM25-PRI",0.78767,"POINT",2008
"1466","24510","10300603","PM25-PRI",0,"POINT",2008
"1467","24510","10300603","PM25-PRI",0,"POINT",2008
"1468","24510","10200402","PM25-PRI",0.0755575,"POINT",2008
"1469","24510","10200402","PM25-PRI",0.0992921,"POINT",2008
"1470","24510","30121101","PM25-PRI",0.0289539,"POINT",2008
"1471","24510","30182001","PM25-PRI",0,"POINT",2008
"1472","24510","39999994","PM25-PRI",0,"POINT",2008
"1473","24510","10200603","PM25-PRI",0,"POINT",2008
"1474","24510","10200603","PM25-PRI",0.00208,"POINT",2008
"1475","24510","30501508","PM25-PRI",0,"POINT",2008
"1476","24510","30501520","PM25-PRI",3.91072,"POINT",2008
"1477","24510","30501517","PM25-PRI",2.02578,"POINT",2008
"1478","24510","30599999","PM25-PRI",53.3992,"POINT",2008
"1479","24510","30501520","PM25-PRI",2.87149,"POINT",2008
"1480","24510","30501520","PM25-PRI",0,"POINT",2008
"1481","24510","30501520","PM25-PRI",1.37407,"POINT",2008
"1482","24510","30590001","PM25-PRI",0,"POINT",2008
"1483","24510","10200601","PM25-PRI",1.2337,"POINT",2008
"1484","24510","10200601","PM25-PRI",2.5623,"POINT",2008
"1485","24510","10200602","PM25-PRI",0.04745,"POINT",2008
"1486","24510","10200602","PM25-PRI",0,"POINT",2008
"1487","24510","10200602","PM25-PRI",7.92415,"POINT",2008
"1488","24510","10200602","PM25-PRI",7.92415,"POINT",2008
"1489","24510","10200602","PM25-PRI",7.92415,"POINT",2008
"1490","24510","30501004","PM25-PRI",0,"POINT",2008
"1491","24510","30103599","PM25-PRI",0,"POINT",2008
"1492","24510","30501004","PM25-PRI",0,"POINT",2008
"1493","24510","30301202","PM25-PRI",0,"POINT",2008
"1494","24510","30301202","PM25-PRI",0,"POINT",2008
"1495","24510","30301202","PM25-PRI",0,"POINT",2008
"1496","24510","30103599","PM25-PRI",0,"POINT",2008
"1497","24510","30103599","PM25-PRI",0,"POINT",2008
"1498","24510","30103599","PM25-PRI",0,"POINT",2008
"1499","24510","30101202","PM25-PRI",0,"POINT",2008
"1500","24510","30103501","PM25-PRI",0.108973,"POINT",2008
"1501","24510","30301201","PM25-PRI",7.31313,"POINT",2008
"1502","24510","30103554","PM25-PRI",0,"POINT",2008
"1503","24510","30102399","PM25-PRI",0,"POINT",2008
"1504","24510","30103501","PM25-PRI",0,"POINT",2008
"1505","24510","10300603","PM25-PRI",0,"POINT",2008
"1506","24510","10300603","PM25-PRI",0.00182,"POINT",2008
"1507","24510","10300603","PM25-PRI",0.003276,"POINT",2008
"1508","24510","10300603","PM25-PRI",0,"POINT",2008
"1509","24510","39999999","PM25-PRI",0.699787,"POINT",2008
"1510","24510","30501301","PM25-PRI",0.00452597,"POINT",2008
"1511","24510","30501301","PM25-PRI",0.0414012,"POINT",2008
"1512","24510","30501301","PM25-PRI",0.154889,"POINT",2008
"1513","24510","30501301","PM25-PRI",0.140074,"POINT",2008
"1514","24510","30501301","PM25-PRI",0.385839,"POINT",2008
"1515","24510","30500312","PM25-PRI",0.0176454,"POINT",2008
"1516","24510","30501301","PM25-PRI",0,"POINT",2008
"1517","24510","10200602","PM25-PRI",1.898,"POINT",2008
"1518","24510","30100902","PM25-PRI",1.73482,"POINT",2008
"1519","24510","30100999","PM25-PRI",3.27708,"POINT",2008
"1520","24510","30100902","PM25-PRI",0,"POINT",2008
"1521","24510","30100999","PM25-PRI",0,"POINT",2008
"1522","24510","30500205","PM25-PRI",1.02461,"POINT",2008
"1523","24510","30501502","PM25-PRI",0.127728,"POINT",2008
"1524","24510","30501509","PM25-PRI",1.28872,"POINT",2008
"1525","24510","30501521","PM25-PRI",1.47323,"POINT",2008
"1526","24510","30501504","PM25-PRI",0,"POINT",2008
"1527","24510","30501504","PM25-PRI",0,"POINT",2008
"1528","24510","30501520","PM25-PRI",0.423647,"POINT",2008
"1529","24510","30501518","PM25-PRI",0,"POINT",2008
"1530","24510","30501513","PM25-PRI",3.10757,"POINT",2008
"1531","24510","30501519","PM25-PRI",0.375206,"POINT",2008
"1532","24510","30501508","PM25-PRI",0,"POINT",2008
"1533","24510","10100504","PM25-PRI",0.0309468,"POINT",2008
"1534","24510","10100504","PM25-PRI",0.0433255,"POINT",2008
"1535","24510","10100504","PM25-PRI",0.0309468,"POINT",2008
"1536","24510","10100504","PM25-PRI",0.0340415,"POINT",2008
"1537","24510","10200603","PM25-PRI",0.02145,"POINT",2008
"1538","24510","10200603","PM25-PRI",0.072072,"POINT",2008
"1539","24510","10200603","PM25-PRI",0.04095,"POINT",2008
"1540","24510","10200603","PM25-PRI",0.04095,"POINT",2008
"1541","24510","10200602","PM25-PRI",0.0208,"POINT",2008
"1542","24510","10200602","PM25-PRI",0.0208,"POINT",2008
"1543","24510","10200603","PM25-PRI",0.00195,"POINT",2008
"1544","24510","10200603","PM25-PRI",0.00195,"POINT",2008
"1545","24510","30101503","PM25-PRI",0.0807794,"POINT",2008
"1546","24510","30101401","PM25-PRI",0.0726302,"POINT",2008
"1547","24510","30101401","PM25-PRI",0.359101,"POINT",2008
"1548","24510","30101401","PM25-PRI",0.159992,"POINT",2008
"1549","24510","30101811","PM25-PRI",0,"POINT",2008
"1550","24510","10200603","PM25-PRI",0,"POINT",2008
"1551","24510","10200602","PM25-PRI",0,"POINT",2008
"1552","24510","30203202","PM25-PRI",0,"POINT",2008
"1553","24510","10200601","PM25-PRI",0,"POINT",2008
"1554","24510","10200601","PM25-PRI",0.79417,"POINT",2008
"1555","24510","10200601","PM25-PRI",0.072645,"POINT",2008
"1556","24510","10200601","PM25-PRI",1.3735,"POINT",2008
"1557","24510","10200601","PM25-PRI",0.67954,"POINT",2008
"1558","24510","10200601","PM25-PRI",3.7303,"POINT",2008
"1559","24510","10301002","PM25-PRI",0,"POINT",2008
"1560","24510","30201599","PM25-PRI",4.17663,"POINT",2008
"1561","24510","30201599","PM25-PRI",3.47378,"POINT",2008
"1562","24510","30201599","PM25-PRI",0,"POINT",2008
"1563","24510","30100699","PM25-PRI",2.31218,"POINT",2008
"1564","24510","30201599","PM25-PRI",0,"POINT",2008
"1565","24510","30201599","PM25-PRI",5.7885,"POINT",2008
"1566","24510","30201599","PM25-PRI",5.34254,"POINT",2008
"1567","24510","30201599","PM25-PRI",3.09963,"POINT",2008
"1568","24510","30201599","PM25-PRI",3.13148,"POINT",2008
"1569","24510","30201599","PM25-PRI",3.22638,"POINT",2008
"1570","24510","30201599","PM25-PRI",1.04176,"POINT",2008
"1571","24510","30201599","PM25-PRI",0,"POINT",2008
"1572","24510","30201599","PM25-PRI",3.73779,"POINT",2008
"1573","24510","30201599","PM25-PRI",1.83015,"POINT",2008
"1574","24510","30201599","PM25-PRI",2.78281,"POINT",2008
"1575","24510","30201599","PM25-PRI",1.59308,"POINT",2008
"1576","24510","30201599","PM25-PRI",0,"POINT",2008
"1577","24510","30201599","PM25-PRI",0.639977,"POINT",2008
"1578","24510","30201599","PM25-PRI",10.076,"POINT",2008
"1579","24510","10200502","PM25-PRI",0,"POINT",2008
"1580","24510","10200603","PM25-PRI",0.26325,"POINT",2008
"1581","24510","30300303","PM25-PRI",0.0154119,"POINT",2008
